"DRS","Time","base","virus","projecao","dt_event","wis","overprediction","underprediction","dispersion","ae_median","cov_50","cov_95"
"SÃO JOÃO DA BOA VISTA",11,"2024-10-02","covid","Previsto",2024-09-25,1.95025,0.4,0,1.55025,2,1,1
"TAUBATÉ",12,"2023-05-31","covid","Previsto",2023-05-24,6.39025,0,5.8,0.59025,11,0,1
"TAUBATÉ",12,"2023-06-06","covid","Previsto",2023-05-27,4.18,0,3.2,0.98,8,0,1
"TAUBATÉ",12,"2023-06-14","covid","Previsto",2023-06-07,4.60025,0,3.8,0.80025,9,0,1
"TAUBATÉ",12,"2023-06-20","covid","Previsto",2023-06-17,4.59025,0,3.4,1.19025,9,0,1
"TAUBATÉ",12,"2023-07-06","covid","Previsto",2023-06-28,1.74,0,0,1.74,0,1,1
"TAUBATÉ",12,"2023-07-19","covid","Previsto",2023-07-15,1.82025,0.4,0,1.42025,2,1,1
"TAUBATÉ",12,"2023-07-25","covid","Previsto",2023-07-21,3.71,0,2.4,1.31,8,0,1
"TAUBATÉ",12,"2023-08-02","covid","Previsto",2023-07-26,3.58025,0,2.6,0.98025,7,0,1
"TAUBATÉ",12,"2023-08-08","covid","Previsto",2023-08-01,2.5455,0,0.8,1.7455,4,1,1
"TAUBATÉ",12,"2023-08-16","covid","Previsto",2023-08-16,2.22,0,1,1.22,5,1,1
"TAUBATÉ",12,"2023-08-23","covid","Previsto",2023-08-16,2.00025,0,0.8,1.20025,4,1,1
"TAUBATÉ",12,"2023-08-30","covid","Previsto",2023-08-30,8.69075,4.6,0,4.09075,15,0,1
"TAUBATÉ",12,"2023-09-06","covid","Previsto",2023-08-29,3.18025,0.8,0,2.38025,4,1,1
"TAUBATÉ",12,"2023-09-19","covid","Previsto",2023-09-12,6.55025,0,5.6,0.95025,12,0,1
"TAUBATÉ",12,"2023-09-27","covid","Previsto",2023-09-19,22.09025,0,21.39,0.70025,29,0,0
"TAUBATÉ",12,"2023-10-06","covid","Previsto",2023-10-06,21.3805,0,18.2,3.1805,39,0,1
"TAUBATÉ",12,"2023-10-11","covid","Previsto",2023-10-11,24.6905,0,19.8,4.8905,47,0,1
"TAUBATÉ",12,"2023-10-18","covid","Previsto",2023-10-18,18.66,0,9.8,8.86,41,0,1
"TAUBATÉ",12,"2023-10-20","covid","Previsto",2023-10-20,22.5905,7.2,0,15.3905,36,1,1
"TAUBATÉ",12,"2023-10-25","covid","Previsto",2023-10-25,90.60725,71.59,0,19.01725,152,0,0
"TAUBATÉ",12,"2023-11-01","covid","Previsto",2023-11-01,48.41825,31.5,0,16.91825,92,0,1
"TAUBATÉ",12,"2023-11-08","covid","Previsto",2023-11-01,47.1665,30,0,17.1665,88,0,1
"TAUBATÉ",12,"2023-11-13","covid","Previsto",2023-11-11,42.11575,26.6,0,15.51575,78,0,1
"TAUBATÉ",12,"2023-11-29","covid","Previsto",2023-11-29,15.8455,9.4,0,6.4455,27,0,1
"TAUBATÉ",12,"2023-12-06","covid","Previsto",2023-11-29,18.5115,12,0,6.5115,32,0,1
"TAUBATÉ",12,"2023-12-13","covid","Previsto",2023-12-06,3.45025,0,0.8,2.65025,4,1,1
"TAUBATÉ",12,"2023-12-20","covid","Previsto",2023-12-13,2.43,0,1.2,1.23,6,1,1
"TAUBATÉ",12,"2023-12-27","covid","Previsto",2023-12-20,2.49025,0,1.8,0.69025,5,0,1
"TAUBATÉ",12,"2024-01-03","covid","Previsto",2023-12-27,2.12025,0,1.6,0.52025,4,0,1
"TAUBATÉ",12,"2024-01-17","covid","Previsto",2024-01-10,7.31,0,7,0.31,11,0,0
"TAUBATÉ",12,"2024-01-31","covid","Previsto",2024-01-23,3.3705,0,2.8,0.5705,6,0,1
"TAUBATÉ",12,"2024-02-07","covid","Previsto",2024-01-24,2.28,0,1.4,0.88,5,0,1
"TAUBATÉ",12,"2024-02-14","covid","Previsto",2024-02-15,43.64,0,42.8,0.84,52,0,0
"TAUBATÉ",12,"2024-02-21","covid","Previsto",2024-02-21,27.54,0,26.2,1.34,39,0,0
"TAUBATÉ",12,"2024-02-28","covid","Previsto",2024-02-21,14.72,4.4,0,10.32,22,1,1
"TAUBATÉ",12,"2024-03-06","covid","Previsto",2024-03-06,5.52125,0,0.8,4.72125,4,1,1
"TAUBATÉ",12,"2024-03-13","covid","Previsto",2024-03-13,6.07025,2,0,4.07025,10,1,1
"TAUBATÉ",12,"2024-03-18","covid","Previsto",2024-03-11,7.83075,0,4,3.83075,18,0,1
"TAUBATÉ",12,"2024-03-20","covid","Previsto",2024-03-20,5.39,0,4.4,0.99,10,0,1
"TAUBATÉ",12,"2024-03-27","covid","Previsto",2024-03-27,7.35,0,6.6,0.75,13,0,1
"TAUBATÉ",12,"2024-04-10","covid","Previsto",2024-04-02,2.01,0,0.8,1.21,4,1,1
"TAUBATÉ",12,"2024-04-17","covid","Previsto",2024-04-11,1.80025,0,1.2,0.60025,4,0,1
"TAUBATÉ",12,"2024-04-24","covid","Previsto",2024-04-18,1.8605,0.2,0,1.6605,1,1,1
"TAUBATÉ",12,"2024-05-08","covid","Previsto",2024-04-26,0.97,0,0.4,0.57,2,1,1
"TAUBATÉ",12,"2024-05-15","covid","Previsto",2024-04-30,0.81025,0,0.4,0.41025,2,1,1
"TAUBATÉ",12,"2024-05-23","covid","Previsto",2024-05-08,0.28,0,0,0.28,0,1,1
"TAUBATÉ",12,"2024-05-29","covid","Previsto",2024-05-08,0.27025,0,0,0.27025,0,1,1
"TAUBATÉ",11,"2024-06-05","covid","Previsto",2024-05-29,2.01,0,1.6,0.41,4,0,1
"TAUBATÉ",11,"2024-06-12","covid","Previsto",2024-06-07,1.24,0,0.4,0.84,2,1,1
"TAUBATÉ",12,"2024-06-26","covid","Previsto",2024-06-19,1.29,0,0.4,0.89,2,1,1
"TAUBATÉ",12,"2024-07-04","covid","Previsto",2024-06-21,1.27,0,0.2,1.07,1,1,1
"TAUBATÉ",12,"2024-07-23","covid","Previsto",2024-07-10,0.92,0,0.2,0.72,1,1,1
"TAUBATÉ",12,"2024-08-14","covid","Previsto",2024-07-30,3.48075,2,0,1.48075,6,0,1
"TAUBATÉ",12,"2024-08-21","covid","Previsto",2024-08-01,4.13025,2.2,0,1.93025,7,0,1
"TAUBATÉ",12,"2024-08-28","covid","Previsto",2024-08-22,2.67525,0,0.8,1.87525,4,1,1
"TAUBATÉ",12,"2024-09-03","covid","Previsto",2024-09-03,2.5205,0,0.4,2.1205,2,1,1
"TAUBATÉ",12,"2024-09-11","covid","Previsto",2024-09-11,3.02025,0.8,0,2.22025,4,1,1
"TAUBATÉ",12,"2024-09-18","covid","Previsto",2024-09-11,7.0605,3.6,0,3.4605,12,0,1
"TAUBATÉ",12,"2024-09-25","covid","Previsto",2024-09-24,7.31025,0,6,1.31025,14,0,1
"TAUBATÉ",12,"2024-10-02","covid","Previsto",2024-10-02,2.47,0,1,1.47,5,1,1
"ARARAQUARA",12,"2023-05-31","srag","Previsto",2023-05-31,1.64,0,0.2,1.44,1,1,1
"ARARAQUARA",12,"2023-06-06","srag","Previsto",2023-06-06,4.13,0,2.8,1.33,8,0,1
"ARARAQUARA",12,"2023-06-14","srag","Previsto",2023-06-14,2.32025,0,1.4,0.92025,5,0,1
"ARARAQUARA",12,"2023-06-20","srag","Previsto",2023-06-20,3.17025,1,0,2.17025,5,1,1
"ARARAQUARA",12,"2023-07-06","srag","Previsto",2023-07-05,1.98,0,0.6,1.38,3,1,1
"ARARAQUARA",12,"2023-07-19","srag","Previsto",2023-07-19,1.64025,0,0.6,1.04025,3,1,1
"ARARAQUARA",12,"2023-07-25","srag","Previsto",2023-07-25,4.53025,3.2,0,1.33025,8,0,1
"ARARAQUARA",12,"2023-08-02","srag","Previsto",2023-08-01,1.56,0.6,0,0.96,3,1,1
"ARARAQUARA",12,"2023-08-08","srag","Previsto",2023-08-08,1.58025,0.4,0,1.18025,2,1,1
"ARARAQUARA",12,"2023-08-16","srag","Previsto",2023-08-15,7.39,0,6.6,0.79,13,0,1
"ARARAQUARA",12,"2023-08-23","srag","Previsto",2023-08-23,2.61,0,1.8,0.81,5,0,1
"ARARAQUARA",12,"2023-08-30","srag","Previsto",2023-08-30,1.82525,0,0.8,1.02525,4,1,1
"ARARAQUARA",12,"2023-09-06","srag","Previsto",2023-09-05,1.78025,0,0.4,1.38025,2,1,1
"ARARAQUARA",12,"2023-09-19","srag","Previsto",2023-09-19,2.8605,0,1.6,1.2605,6,0,1
"ARARAQUARA",12,"2023-09-27","srag","Previsto",2023-09-27,4.73025,0,3.8,0.93025,9,0,1
"ARARAQUARA",12,"2023-10-06","srag","Previsto",2023-10-05,1.845,0.6,0,1.245,3,1,1
"ARARAQUARA",12,"2023-10-11","srag","Previsto",2023-10-11,7.05,0,6.2,0.85,13,0,1
"ARARAQUARA",12,"2023-10-18","srag","Previsto",2023-10-18,2.6,0.4,0,2.2,2,1,1
"ARARAQUARA",12,"2023-10-20","srag","Previsto",2023-10-20,6.95025,3.8,0,3.15025,13,0,1
"ARARAQUARA",12,"2023-10-25","srag","Previsto",2023-10-24,9.86025,7.6,0,2.26025,18,0,1
"ARARAQUARA",12,"2023-11-01","srag","Previsto",2023-11-01,3.22025,1,0,2.22025,5,1,1
"ARARAQUARA",12,"2023-11-08","srag","Previsto",2023-11-08,1.86,0,0.4,1.46,2,1,1
"ARARAQUARA",12,"2023-11-13","srag","Previsto",2023-11-10,2.15025,0,0.8,1.35025,4,1,1
"ARARAQUARA",12,"2023-11-29","srag","Previsto",2023-11-29,2.72,0,2.2,0.52,5,0,1
"ARARAQUARA",12,"2023-12-06","srag","Previsto",2023-11-28,1.84,0,1.2,0.64,4,0,1
"ARARAQUARA",12,"2023-12-13","srag","Previsto",2023-12-13,4.1,0,3.8,0.3,7,0,1
"ARARAQUARA",12,"2023-12-20","srag","Previsto",2023-12-20,2.04,0.6,0,1.44,3,1,1
"ARARAQUARA",12,"2023-12-27","srag","Previsto",2023-12-27,1.05,0,0.2,0.85,1,1,1
"ARARAQUARA",12,"2024-01-03","srag","Previsto",2023-12-29,1.06,0,0.2,0.86,1,1,1
"ARARAQUARA",12,"2024-01-17","srag","Previsto",2024-01-16,2.73,0,2.2,0.53,5,0,1
"ARARAQUARA",12,"2024-01-31","srag","Previsto",2024-01-24,1.3,0.2,0,1.1,1,1,1
"ARARAQUARA",12,"2024-02-07","srag","Previsto",2024-02-07,3.9,0,2.8,1.1,8,0,1
"ARARAQUARA",12,"2024-02-14","srag","Previsto",2024-02-08,5.73025,1,0,4.73025,5,1,1
"ARARAQUARA",12,"2024-02-21","srag","Previsto",2024-02-21,13.7505,0,10.8,2.9505,26,0,1
"ARARAQUARA",12,"2024-02-28","srag","Previsto",2024-02-28,13.6325,6.4,0,7.2325,24,0,1
"ARARAQUARA",12,"2024-03-06","srag","Previsto",2024-03-06,31.81625,23.5,0,8.31625,56,0,1
"ARARAQUARA",12,"2024-03-13","srag","Previsto",2024-03-13,5.26,0,2.2,3.06,11,1,1
"ARARAQUARA",12,"2024-03-18","srag","Previsto",2024-03-16,5.27,0,1.4,3.87,7,1,1
"ARARAQUARA",12,"2024-03-20","srag","Previsto",2024-03-13,5.7405,0,2.2,3.5405,11,1,1
"ARARAQUARA",12,"2024-03-27","srag","Previsto",2024-03-27,7.97,0,6.6,1.37,15,0,1
"ARARAQUARA",12,"2024-04-10","srag","Previsto",2024-04-03,2.75025,0,0.2,2.55025,1,1,1
"ARARAQUARA",12,"2024-04-17","srag","Previsto",2024-04-11,4.94025,0,3,1.94025,11,0,1
"ARARAQUARA",12,"2024-04-24","srag","Previsto",2024-04-20,2.77075,0.4,0,2.37075,2,1,1
"ARARAQUARA",12,"2024-05-08","srag","Previsto",2024-05-03,1.23,0,0,1.23,0,1,1
"ARARAQUARA",12,"2024-05-15","srag","Previsto",2024-05-07,1.32,0,0,1.32,0,1,1
"ARARAQUARA",12,"2024-05-23","srag","Previsto",2024-05-22,1.81,0,0.8,1.01,4,1,1
"ARARAQUARA",12,"2024-05-29","srag","Previsto",2024-05-29,3.18,0,2.4,0.78,6,0,1
"ARARAQUARA",12,"2024-06-05","srag","Previsto",2024-05-29,2.37,0,1.4,0.97,5,0,1
"ARARAQUARA",12,"2024-06-12","srag","Previsto",2024-06-08,2.38025,0,1,1.38025,5,1,1
"ARARAQUARA",12,"2024-06-26","srag","Previsto",2024-06-19,3.74,0,2.4,1.34,8,0,1
"ARARAQUARA",12,"2024-07-04","srag","Previsto",2024-06-29,3.36025,2,0,1.36025,6,0,1
"ARARAQUARA",12,"2024-07-23","srag","Previsto",2024-07-20,1.97025,0.6,0,1.37025,3,1,1
"ARARAQUARA",12,"2024-08-14","srag","Previsto",2024-08-14,19.73,0,19.2,0.53,24,0,0
"ARARAQUARA",12,"2024-08-21","srag","Previsto",2024-08-16,17.27,0,16.6,0.67,23,0,0
"ARARAQUARA",12,"2024-08-28","srag","Previsto",2024-08-21,4.8605,0,2.6,2.2605,11,0,1
"ARARAQUARA",12,"2024-09-03","srag","Previsto",2024-08-28,4.5415,0,0.4,4.1415,2,1,1
"ARARAQUARA",12,"2024-09-11","srag","Previsto",2024-09-12,5.7,0,2.6,3.1,13,1,1
"ARARAQUARA",12,"2024-09-18","srag","Previsto",2024-09-11,8.86125,3.8,0,5.06125,17,0,1
"ARARAQUARA",12,"2024-09-25","srag","Previsto",2024-09-25,2.5955,0,0.2,2.3955,1,1,1
"ARARAQUARA",12,"2024-10-02","srag","Previsto",2024-09-25,9.63025,5.8,0,3.83025,17,0,1
"ARAÇATUBA",12,"2023-05-31","srag","Previsto",2023-05-31,1.21,0,0.2,1.01,1,1,1
"ARAÇATUBA",12,"2023-06-06","srag","Previsto",2023-06-06,2.79,0,2,0.79,6,0,1
"ARAÇATUBA",12,"2023-06-14","srag","Previsto",2023-06-14,2.87,0,2,0.87,6,0,1
"ARAÇATUBA",12,"2023-06-20","srag","Previsto",2023-06-20,9.91,0,9.4,0.51,13,0,0
"ARAÇATUBA",12,"2023-07-06","srag","Previsto",2023-07-06,1.89025,0,1.2,0.69025,4,0,1
"ARAÇATUBA",12,"2023-07-19","srag","Previsto",2023-07-18,1.21,0,0.4,0.81,2,1,1
"ARAÇATUBA",12,"2023-07-25","srag","Previsto",2023-07-25,6.77025000000001,0,6.39000000000001,0.38025,10,0,0
"ARAÇATUBA",12,"2023-08-02","srag","Previsto",2023-08-02,4.445,0,4,0.445,8,0,1
"ARAÇATUBA",12,"2023-08-08","srag","Previsto",2023-08-08,4.01,0,3.2,0.81,8,0,1
"ARAÇATUBA",12,"2023-08-16","srag","Previsto",2023-08-16,7.85,0,7.2,0.65,12,0,0
"ARAÇATUBA",12,"2023-08-23","srag","Previsto",2023-08-23,1.12525,0,0.4,0.72525,2,1,1
"ARAÇATUBA",12,"2023-08-30","srag","Previsto",2023-08-30,1.49,0,0.4,1.09,2,1,1
"ARAÇATUBA",12,"2023-09-06","srag","Previsto",2023-09-06,7.85,0,6.8,1.05,14,0,1
"ARAÇATUBA",12,"2023-09-19","srag","Previsto",2023-09-19,7.08,0,5.6,1.48,14,0,1
"ARAÇATUBA",12,"2023-09-27","srag","Previsto",2023-09-27,1.35,0,0,1.35,0,1,1
"ARAÇATUBA",12,"2023-10-06","srag","Previsto",2023-10-06,2.17025,0,0.8,1.37025,4,1,1
"ARAÇATUBA",12,"2023-10-11","srag","Previsto",2023-10-11,1.76,0.4,0,1.36,2,1,1
"ARAÇATUBA",12,"2023-10-18","srag","Previsto",2023-10-18,2.67025,0,1.2,1.47025,6,1,1
"ARAÇATUBA",12,"2023-10-20","srag","Previsto",2023-10-20,1.36025,0,0,1.36025,0,1,1
"ARAÇATUBA",12,"2023-10-25","srag","Previsto",2023-10-25,1.75025,0,0.4,1.35025,2,1,1
"ARAÇATUBA",12,"2023-11-01","srag","Previsto",2023-11-01,2.78025,0,1.6,1.18025,6,0,1
"ARAÇATUBA",12,"2023-11-08","srag","Previsto",2023-11-08,2.2,0,1,1.2,5,1,1
"ARAÇATUBA",12,"2023-11-13","srag","Previsto",2023-11-12,1.82,0,0.2,1.62,1,1,1
"ARAÇATUBA",12,"2023-11-29","srag","Previsto",2023-11-29,1.38,0,0.6,0.78,3,1,1
"ARAÇATUBA",12,"2023-12-06","srag","Previsto",2023-12-06,4.595,0,3.8,0.795,9,0,1
"ARAÇATUBA",12,"2023-12-13","srag","Previsto",2023-12-13,2.12,0,1.6,0.52,4,0,1
"ARAÇATUBA",12,"2023-12-20","srag","Previsto",2023-12-20,0.74,0.2,0,0.54,1,1,1
"ARAÇATUBA",12,"2023-12-27","srag","Previsto",2023-12-27,0.73,0.2,0,0.53,1,1,1
"ARAÇATUBA",12,"2024-01-03","srag","Previsto",2023-12-27,1.25,0.6,0,0.65,3,1,1
"ARAÇATUBA",12,"2024-01-17","srag","Previsto",2024-01-17,2.27,0,2,0.27,4,0,1
"ARAÇATUBA",12,"2024-01-31","srag","Previsto",2024-01-31,5.48,0,4.8,0.68,10,0,1
"ARAÇATUBA",12,"2024-02-07","srag","Previsto",2024-02-07,10.37025,0,9.59,0.78025,16,0,0
"ARAÇATUBA",12,"2024-02-14","srag","Previsto",2024-02-15,6.32025,0,5.2,1.12025,12,0,1
"ARAÇATUBA",12,"2024-02-21","srag","Previsto",2024-02-14,2.81025,0.2,0,2.61025,1,1,1
"ARAÇATUBA",12,"2024-02-28","srag","Previsto",2024-02-21,6.17075,2.8,0,3.37075,12,0,1
"ARAÇATUBA",12,"2024-03-06","srag","Previsto",2024-03-06,5.06025,0,4,1.06025,10,0,1
"ARAÇATUBA",12,"2024-03-13","srag","Previsto",2024-03-09,2.12525,0,0.8,1.32525,4,1,1
"ARAÇATUBA",12,"2024-03-18","srag","Previsto",2024-03-16,4.62025,0,3.4,1.22025,9,0,1
"ARAÇATUBA",12,"2024-03-20","srag","Previsto",2024-03-13,2.16,0,1,1.16,5,1,1
"ARAÇATUBA",12,"2024-03-27","srag","Previsto",2024-03-20,2.49075,0,1,1.49075,5,1,1
"ARAÇATUBA",12,"2024-04-10","srag","Previsto",2024-04-02,9.43,0,8.2,1.23,17,0,1
"ARAÇATUBA",12,"2024-04-17","srag","Previsto",2024-04-04,10.04525,0,8.8,1.24525,18,0,1
"ARAÇATUBA",12,"2024-04-24","srag","Previsto",2024-04-15,3.39025,1.2,0,2.19025,6,1,1
"ARAÇATUBA",12,"2024-05-08","srag","Previsto",2024-05-03,3.53,0.2,0,3.33,1,1,1
"ARAÇATUBA",12,"2024-05-15","srag","Previsto",2024-05-08,13.2305,8.6,0,4.6305,23,0,1
"ARAÇATUBA",12,"2024-05-23","srag","Previsto",2024-05-22,3.9,0,1.6,2.3,8,1,1
"ARAÇATUBA",12,"2024-05-29","srag","Previsto",2024-05-22,4.7905,1.8,0,2.9905,9,1,1
"ARAÇATUBA",12,"2024-06-05","srag","Previsto",2024-05-29,7.99,5.6,0,2.39,14,0,1
"ARAÇATUBA",12,"2024-06-12","srag","Previsto",2024-06-08,2.34025,0.2,0,2.14025,1,1,1
"ARAÇATUBA",12,"2024-06-26","srag","Previsto",2024-06-26,3.55,0,2.6,0.95,7,0,1
"ARAÇATUBA",12,"2024-07-04","srag","Previsto",2024-06-30,1.72,0.2,0,1.52,1,1,1
"ARAÇATUBA",12,"2024-07-23","srag","Previsto",2024-07-16,1.63,0.4,0,1.23,2,1,1
"ARAÇATUBA",12,"2024-08-14","srag","Previsto",2024-08-14,14.01,0,13.2,0.81,20,0,0
"ARAÇATUBA",12,"2024-08-21","srag","Previsto",2024-08-16,12.1,0,11.2,0.9,18,0,0
"ARAÇATUBA",12,"2024-08-28","srag","Previsto",2024-08-29,2.26,0,0.2,2.06,1,1,1
"ARAÇATUBA",12,"2024-09-03","srag","Previsto",2024-08-27,8.75025,5.2,0,3.55025,16,0,1
"ARAÇATUBA",12,"2024-09-11","srag","Previsto",2024-09-12,2.32025,0,0.4,1.92025,2,1,1
"ARAÇATUBA",12,"2024-09-18","srag","Previsto",2024-09-18,4.01,0,3.2,0.81,8,0,1
"ARAÇATUBA",12,"2024-09-25","srag","Previsto",2024-09-18,3.35025,1.4,0,1.95025,7,1,1
"ARAÇATUBA",12,"2024-10-02","srag","Previsto",2024-10-02,3.64,0,3,0.64,7,0,1
"BAIXADA SANTISTA",12,"2023-05-31","srag","Previsto",2023-05-31,9.095,0,6.9,2.195,17,0,1
"BAIXADA SANTISTA",12,"2023-06-06","srag","Previsto",2023-06-06,8.8,0,5,3.8,19,0,1
"BAIXADA SANTISTA",12,"2023-06-14","srag","Previsto",2023-06-14,10.6005,0,7.2,3.4005,22,0,1
"BAIXADA SANTISTA",12,"2023-06-20","srag","Previsto",2023-06-20,10.04025,3.6,0,6.44025,18,1,1
"BAIXADA SANTISTA",12,"2023-07-06","srag","Previsto",2023-06-29,12.72025,5.2,0,7.52025,24,0,1
"BAIXADA SANTISTA",12,"2023-07-19","srag","Previsto",2023-07-19,23.7105,19.2,0,4.5105,38,0,0
"BAIXADA SANTISTA",12,"2023-07-25","srag","Previsto",2023-07-25,5.29025,2,0,3.29025,10,1,1
"BAIXADA SANTISTA",12,"2023-08-02","srag","Previsto",2023-08-02,4.15025,0.2,0,3.95025,1,1,1
"BAIXADA SANTISTA",12,"2023-08-08","srag","Previsto",2023-08-01,4.4505,0,1.2,3.2505,6,1,1
"BAIXADA SANTISTA",12,"2023-08-16","srag","Previsto",2023-08-16,5.16125,0,0.4,4.76125,2,1,1
"BAIXADA SANTISTA",12,"2023-08-23","srag","Previsto",2023-08-23,9.225,3,0,6.225,15,1,1
"BAIXADA SANTISTA",12,"2023-08-30","srag","Previsto",2023-08-30,6.54525,2.1,0,4.44525,10.5,1,1
"BAIXADA SANTISTA",12,"2023-09-06","srag","Previsto",2023-09-06,4.77025,0,0.4,4.37025,2,1,1
"BAIXADA SANTISTA",12,"2023-09-19","srag","Previsto",2023-09-19,4.86,0,1,3.86,5,1,1
"BAIXADA SANTISTA",12,"2023-09-27","srag","Previsto",2023-09-27,7.96,0,5.6,2.36,16,0,1
"BAIXADA SANTISTA",12,"2023-10-06","srag","Previsto",2023-10-06,6.645,0,3.5,3.145,14,0,1
"BAIXADA SANTISTA",12,"2023-10-11","srag","Previsto",2023-10-11,5.68025,0,1.4,4.28025,7,1,1
"BAIXADA SANTISTA",12,"2023-10-18","srag","Previsto",2023-10-18,3.6305,0.2,0,3.4305,1,1,1
"BAIXADA SANTISTA",12,"2023-10-20","srag","Previsto",2023-10-20,6.1305,0,1.4,4.7305,7,1,1
"BAIXADA SANTISTA",12,"2023-10-25","srag","Previsto",2023-10-25,4.12025,0,0.8,3.32025,4,1,1
"BAIXADA SANTISTA",12,"2023-11-01","srag","Previsto",2023-11-01,3.97025,0.4,0,3.57025,2,1,1
"BAIXADA SANTISTA",12,"2023-11-08","srag","Previsto",2023-11-08,16.14,0,14,2.14,30,0,1
"BAIXADA SANTISTA",12,"2023-11-13","srag","Previsto",2023-11-11,10.031,0,6.6,3.431,21,0,1
"BAIXADA SANTISTA",12,"2023-11-29","srag","Previsto",2023-11-29,3.881,0,0.4,3.481,2,1,1
"BAIXADA SANTISTA",12,"2023-12-06","srag","Previsto",2023-11-29,3.55025,0,0.2,3.35025,1,1,1
"BAIXADA SANTISTA",12,"2023-12-13","srag","Previsto",2023-12-13,4.0705,0.8,0,3.2705,4,1,1
"BAIXADA SANTISTA",12,"2023-12-20","srag","Previsto",2023-12-19,4.6805,0.8,0,3.8805,4,1,1
"BAIXADA SANTISTA",12,"2023-12-27","srag","Previsto",2023-12-27,2.56025,0,0.4,2.16025,2,1,1
"BAIXADA SANTISTA",12,"2024-01-03","srag","Previsto",2023-12-27,2.57,0,0.4,2.17,2,1,1
"BAIXADA SANTISTA",12,"2024-01-17","srag","Previsto",2024-01-17,3.32025,1.2,0,2.12025,6,1,1
"BAIXADA SANTISTA",12,"2024-01-31","srag","Previsto",2024-01-31,5.96,0,3.7,2.26,12.5,0,1
"BAIXADA SANTISTA",12,"2024-02-07","srag","Previsto",2024-02-07,23.61,0,22.4,1.21,32,0,0
"BAIXADA SANTISTA",12,"2024-02-14","srag","Previsto",2024-02-10,4.5805,0,1.2,3.3805,6,1,1
"BAIXADA SANTISTA",12,"2024-02-21","srag","Previsto",2024-02-21,32.87,0,31.4,1.47,45,0,0
"BAIXADA SANTISTA",12,"2024-02-28","srag","Previsto",2024-02-21,5.8355,0,1,4.8355,5,1,1
"BAIXADA SANTISTA",12,"2024-03-06","srag","Previsto",2024-02-28,12.515,2.6,0,9.91499999999999,13,1,1
"BAIXADA SANTISTA",12,"2024-03-13","srag","Previsto",2024-03-06,9.53075,3.2,0,6.33075,16,1,1
"BAIXADA SANTISTA",12,"2024-03-18","srag","Previsto",2024-03-16,7.4555,2.6,0,4.8555,13,1,1
"BAIXADA SANTISTA",12,"2024-03-20","srag","Previsto",2024-03-13,7.22,1.9,0,5.32,9.5,1,1
"BAIXADA SANTISTA",12,"2024-03-27","srag","Previsto",2024-03-27,11.43025,0,8.6,2.83025,23,0,1
"BAIXADA SANTISTA",12,"2024-04-10","srag","Previsto",2024-04-02,9.273,0.5,0,8.773,2.5,1,1
"BAIXADA SANTISTA",12,"2024-04-17","srag","Previsto",2024-04-11,9.0505,0,6,3.0505,18,0,1
"BAIXADA SANTISTA",12,"2024-04-24","srag","Previsto",2024-04-21,3.6405,0,0.2,3.4405,1,1,1
"BAIXADA SANTISTA",12,"2024-05-08","srag","Previsto",2024-05-03,14.21025,0,12.4,1.81025,26,0,1
"BAIXADA SANTISTA",12,"2024-05-15","srag","Previsto",2024-05-15,15.84,0,14.2,1.64,29,0,1
"BAIXADA SANTISTA",12,"2024-05-23","srag","Previsto",2024-05-15,5.05,0,2.2,2.85,11,1,1
"BAIXADA SANTISTA",12,"2024-05-29","srag","Previsto",2024-05-29,22.89,0,21.8,1.09,33,0,0
"BAIXADA SANTISTA",12,"2024-06-05","srag","Previsto",2024-05-28,4.07,0,1.4,2.67,7,1,1
"BAIXADA SANTISTA",12,"2024-06-12","srag","Previsto",2024-06-08,15.20025,0,13.2,2.00025,28,0,1
"BAIXADA SANTISTA",12,"2024-06-26","srag","Previsto",2024-06-19,6.49025,0,4,2.49025,14,0,1
"BAIXADA SANTISTA",12,"2024-07-04","srag","Previsto",2024-06-29,4.56175,0,0.8,3.76175,4,1,1
"BAIXADA SANTISTA",12,"2024-07-23","srag","Previsto",2024-07-20,4.66,0,2.2,2.46,11,1,1
"BAIXADA SANTISTA",12,"2024-08-14","srag","Previsto",2024-08-14,38.43,0,37,1.43,53,0,0
"BAIXADA SANTISTA",12,"2024-08-21","srag","Previsto",2024-08-15,36.29,0,34.6,1.69,53,0,0
"BAIXADA SANTISTA",12,"2024-08-28","srag","Previsto",2024-08-28,22.851,9.8,0,13.051,33,0,1
"BAIXADA SANTISTA",12,"2024-09-03","srag","Previsto",2024-08-27,55.424,32.7,0,22.724,89.5,0,1
"BAIXADA SANTISTA",12,"2024-09-11","srag","Previsto",2024-09-12,8.2315,0,3.2,5.0315,16,1,1
"BAIXADA SANTISTA",12,"2024-09-18","srag","Previsto",2024-09-11,69.6385,38.5,0,31.1385,106.5,0,1
"BAIXADA SANTISTA",12,"2024-09-25","srag","Previsto",2024-09-18,64.66075,45.8,0,18.86075,107,0,0
"BAIXADA SANTISTA",12,"2024-10-02","srag","Previsto",2024-09-25,18.5005,8.9,0,9.6005,32.5,0,1
"BARRETOS",12,"2023-05-31","srag","Previsto",2023-05-29,1.06,0,0.4,0.66,2,1,1
"BARRETOS",12,"2023-06-06","srag","Previsto",2023-06-06,2.12,0,1.6,0.52,4,0,1
"BARRETOS",12,"2023-06-14","srag","Previsto",2023-06-07,2.88,0,2.6,0.28,5,0,1
